"";"Country";"Brand";"Month";"Gross.Sales";"Net.Sales";"Volume";"Mgmt_Sales";"Total_expenses";"Expense_A240";"Expense_B240";"Expense_C240";"Expense_D240";"Expense_Q240"
"1";"Canada";"COSENTYX";2015-04-01;93765;89691,32;17100;89691,32;671400;250600;305300;0;0;115500
"2";"Canada";"COSENTYX";2015-05-01;152985;146790,88;27900;146790,88;536000;253300;209300;0;0;73400
"3";"Canada";"COSENTYX";2015-06-01;519820;396208,89;94800;396208,89;665900;228300;367700;0;0;69900
"4";"Canada";"COSENTYX";2015-07-01;723800;535711,82;132000;535711,82;730900;314300;266300;0;0;150300
"5";"Canada";"COSENTYX";2015-08-01;921200;585849,85;168000;585849,85;640300;227600;277000;0;0;135700
"6";"Canada";"COSENTYX";2015-09-01;1131760;750567,33;206400;750567,33;867500;249300;488600;26600;0;103000
"7";"Canada";"COSENTYX";2015-10-01;1357125;1054620,48;247500;1054620,48;1014100;344500;562000;15900;0;91700
"8";"Canada";"COSENTYX";2015-11-01;1725605;1041823,79;314700;1041823,79;1216500;298400;803600;5100;0;109400
"9";"Canada";"COSENTYX";2015-12-01;1654870;893491,58;301800;893491,58;1454100;394900;924200;0;0;135000
"10";"Canada";"COSENTYX";2016-01-01;1656515;1179039,82;302100;1179039,82;1032200;560700;392100;0;0;79400
"11";"Canada";"COSENTYX";2016-02-01;1881880;1250155,23;343200;1250155,23;1104800;487100;526500;0;0;91200
"12";"Canada";"COSENTYX";2016-03-01;2663255;1758465,99;485100;1758465,99;1228300;786800;359700;0;0;81800
"13";"Canada";"COSENTYX";2016-04-01;1893395;1036006,54;343800;1036006,54;1179400;460000;603700;0;0;115700
"14";"Canada";"COSENTYX";2016-05-01;2725765;1351470,76;497100;1351470,76;991800;396200;503200;0;0;92400
"15";"Canada";"COSENTYX";2016-06-01;3847655;1782640,91;701100;1782640,91;1141400;477000;533300;11800;0;119300
"16";"Canada";"COSENTYX";2016-07-01;3521945;1747573,55;642300;1747573,55;1123300;487200;534200;0;0;101900
"17";"Canada";"COSENTYX";2016-08-01;3815577,5;1828792,25;695850;1828792,25;1078000;409800;535900;0;0;132300
"18";"Canada";"COSENTYX";2016-09-01;3104115;1620681,73;565800;1620681,73;844799,999999999;405100;323200;0;0;116500
"19";"Canada";"COSENTYX";2016-10-01;4226005;2044824,24000001;770700;2044824,24;936800;375600;473400;0;0;87800
"20";"Canada";"COSENTYX";2016-11-01;5820010;3001079,78000001;1061400;3001079,78;1154400;499200;533900;0;0;121300
"21";"Canada";"COSENTYX";2016-12-01;4087002,5;1933558,85;745350;1933558,85;1279600;413100;772300;0;0;94200,0000000001
"22";"Canada";"COSENTYX";2017-01-01;4926775;3024555,01000001;898500;3024555,01;1315200;585900;598300;0;0;131000
"23";"Canada";"COSENTYX";2017-02-01;4611757,5;2422251,03;838950;2422250,9922;1403000;509200;759600;0;0;134200
"24";"Canada";"COSENTYX";2017-03-01;5855377,5;3172854,61000001;1066950;3172854,6797;982300;407100;457400;0;0;117800
"25";"Canada";"COSENTYX";2017-04-01;5192442,5;2704730,39000001;945750;2704730,4297;1321700;443100;723800;0;0;154800
"26";"Canada";"COSENTYX";2017-05-01;6112820;2832634,69;1113300;2832634,6563;1365400;515700;684100;0;0;165600
"27";"Canada";"COSENTYX";2017-06-01;7502022,5;4210836,68000001;1366650;4210836,6484;1517800;552500;833500;0;0;131800
"28";"Canada";"COSENTYX";2017-07-01;6725582,5;3589877,81000001;1225650;3589877,6812;1442500;435300;856000;0;0;151200
"29";"Canada";"COSENTYX";2017-08-01;6629350;3543226,99000001;1207200;3543226,922;3686700;575600;1009200;1938100;0;163800
"30";"Canada";"COSENTYX";2017-09-01;8305605;5207924,04000002;1513800;5207924,1641;2151900;778300;1211600;0;0;162000
"31";"Canada";"COSENTYX";2017-10-01;6192602,5;3699380,34;1126950;3699380,3283;2157300;636300;1334800;0;0;186200
"32";"Canada";"COSENTYX";2017-11-01;7283237,5;4437904,05;1327350;4437904,2814;1846700;622400;995100;0;0;229200
"33";"Canada";"COSENTYX";2017-12-01;7354795;4068885,66;1339650;4068885,5625;1454000;562900;729299,999999999;0;0;161800
"34";"Canada";"COSENTYX";2018-01-01;8938107,5;4237548,89000001;1622100;4237548,8238;2159400;739800;1201800;0;0;217800
"35";"Canada";"COSENTYX";2018-02-01;7323540;3531713,12;1330200;3531713,086;1921500;651600;1045300;0;0;224600
"36";"Canada";"COSENTYX";2018-03-01;10799425;7879864,37000001;1960200;7879864,2188;1294200;498100;578100;0;0;218000
"37";"Canada";"COSENTYX";2018-04-01;7144235;4051416,12000001;1299750;4051416,0039;2375300;656800;1515900;0;0;202600
"38";"Canada";"COSENTYX";2018-05-01;9309055;4607860,41000001;1691100;4607860,3203;1533900;705700;611200;0;0;217000
"39";"Canada";"COSENTYX";2018-06-01;8489845;5382412,99;1544850;5383612,6055;1843200;631500;997200;33100;0;181400
"40";"Canada";"COSENTYX";2018-07-01;10253285;6112426,73;1858875;6112426,7617;1630500;658600;814900;0;0;157000
"41";"Canada";"COSENTYX";2018-08-01;10161987,5;5461090,93;1848450;5461091,0938;1990200;581900;1006100;218200;0;184000
"42";"Canada";"COSENTYX";2018-09-01;8450365;4836938,72000001;1538250;4836938,793;1978400;750700;1023800;0;0;203900
"43";"Canada";"COSENTYX";2018-10-01;11267427,5;7323173,54;2051700;7323173,4845;1866200;663800;881500;120500;0;200400
"44";"Canada";"COSENTYX";2018-11-01;11431105;6557115,98;2080650;6557116,1562;8738100;723200;1173800;6673000;0;168100
"45";"Canada";"COSENTYX";2018-12-01;9819827,5;5544542,71;1787250;5544542,8594;2480300;656700;687300,000000001;957300;0;179000
"46";"Canada";"COSENTYX";2019-01-01;9689872,5;4801972,12;1762350;4801971,9922;2660900;768300;865700;834000;0;192900
"47";"Canada";"COSENTYX";2019-02-01;10951587,5;5701659,62000001;1993800;5701659,6406;2875900;766100;947300;966600;0;195900
"48";"Canada";"COSENTYX";2019-03-01;10320730;5546916,02;1876125;5546915,7813;2871100;648900;1224600;726200;0;271400
"49";"Canada";"COSENTYX";2019-04-01;12210179,66;6043788,83;2202600;6043789,0157;3093100;648000;1080200;1170200;0;194700
"50";"Canada";"COSENTYX";2019-05-01;NA;NA;NA;NA;2819040,524;726288,925;1216815;680989,066;0;194947,533
"51";"Canada";"COSENTYX";2019-06-01;NA;NA;NA;NA;2815585,555;742273,705;1130671;767994,25;0;174646,6
"52";"Canada";"COSENTYX";2019-07-01;NA;NA;NA;NA;2524162,717;650717;922065;764991,516;0;186389,201
"53";"Canada";"COSENTYX";2019-08-01;NA;NA;NA;NA;2414826,394;632897,267;1008515;594744,25;0;178669,877
"54";"Canada";"COSENTYX";2019-09-01;NA;NA;NA;NA;2642519,685;850652,844;852065;767994,251;0;171807,59
"55";"Canada";"COSENTYX";2019-10-01;NA;NA;NA;NA;2549516,807;684421,089;913715;764991,517;0;186389,201
"56";"Canada";"COSENTYX";2019-11-01;NA;NA;NA;NA;2457069,915;680553,075;1009965;594744,25;0;171807,59
"57";"Canada";"COSENTYX";2019-12-01;NA;NA;NA;NA;2570349,836;1104075,791;385936;984452,244;0;95885,801
"58";"Canada";"COSENTYX";2020-01-01;NA;NA;NA;NA;2756210,602702;758029,034636921;1056365,24952971;717754,575368922;0;224061,743166443
"59";"Canada";"COSENTYX";2020-02-01;NA;NA;NA;NA;2971214,36972818;755858,445184623;1155937,16169516;831872,389150599;0;227546,373697803
"60";"Canada";"COSENTYX";2020-03-01;NA;NA;NA;NA;3074759,02601192;640225,225271246;1494310,82889464;624980,063109006;0;315242,908737027
"61";"Canada";"COSENTYX";2020-04-01;NA;NA;NA;NA;3199190,84158842;671679,365286613;1578709,00665104;731367,475081306;0;217434,994569455
"62";"Canada";"COSENTYX";2020-05-01;NA;NA;NA;NA;3013901,61767136;716579,581784768;1484811,22918621;586070,764865358;0;226440,041835032
"63";"Canada";"COSENTYX";2020-06-01;NA;NA;NA;NA;2975853,7284285;732350,670359913;1379694,52818645;660948,905029405;0;202859,624852734
"64";"Canada";"COSENTYX";2020-07-01;NA;NA;NA;NA;2642026,10659385;642017,934832531;1125144,30380919;658364,701112;0;216499,166840127
"65";"Canada";"COSENTYX";2020-08-01;NA;NA;NA;NA;2574450,66964791;624436,423699539;1230634,39947956;511847,010325969;0;207532,83614284
"66";"Canada";"COSENTYX";2020-09-01;NA;NA;NA;NA;2739519,06973879;839280,950342928;1039727,22229472;660948,905890022;0;199561,991211122
"67";"Canada";"COSENTYX";2020-10-01;NA;NA;NA;NA;2665090,58809324;675271,45305196;1114955,26622853;658364,701972617;0;216499,166840127
"68";"Canada";"COSENTYX";2020-11-01;NA;NA;NA;NA;2615267,90317737;671455,148329348;1232403,75331094;511847,010325969;0;199561,991211122
"69";"Canada";"COSENTYX";2020-12-01;NA;NA;NA;NA;2518863,99061846;1089316,03021961;470936,096733856;847236,333768827;0;111375,529896167
"70";"Canada";"COSENTYX";2021-01-01;NA;NA;NA;NA;2814057,25577631;775230,807440801;1091071,07309377;717754,575368922;0;230000,799872815
"71";"Canada";"COSENTYX";2021-02-01;NA;NA;NA;NA;3032375,46650259;773010,961317711;1193914,32082908;831872,389150599;0;233577,795205207
"72";"Canada";"COSENTYX";2021-03-01;NA;NA;NA;NA;3146737,52810823;654753,704214936;1543404,91638054;624980,063109006;0;323598,844403743
"73";"Canada";"COSENTYX";2021-04-01;NA;NA;NA;NA;3272063,41290571;686921,625557354;1630575,91184148;731367,475081306;0;223198,400425574
"74";"Canada";"COSENTYX";2021-05-01;NA;NA;NA;NA;3084946,87222777;732840,752001902;1533593,21682638;586070,764865358;0;232442,138534122
"75";"Canada";"COSENTYX";2021-06-01;NA;NA;NA;NA;3043178,33794514;748969,730143466;1425023,01176621;660948,905029405;0;208236,691006053
"76";"Canada";"COSENTYX";2021-07-01;NA;NA;NA;NA;2699299,358149;656587,095308415;1162109,79440015;658364,701112;0;222237,767328434
"77";"Canada";"COSENTYX";2021-08-01;NA;NA;NA;NA;2634553,05510798;638606,611119987;1271065,66163933;511847,010325969;0;213033,772022693
"78";"Canada";"COSENTYX";2021-09-01;NA;NA;NA;NA;2798013,52874148;858326,55356753;1073886,42011742;660948,905890022;0;204851,649166515
"79";"Canada";"COSENTYX";2021-10-01;NA;NA;NA;NA;2722783,7032002;690595,227717014;1151586,00618214;658364,701972617;0;222237,767328434
"80";"Canada";"COSENTYX";2021-11-01;NA;NA;NA;NA;2676284,12581133;686692,320497943;1272893,1458209;511847,010325969;0;204851,649166515
"81";"Canada";"COSENTYX";2021-12-01;NA;NA;NA;NA;2562007,87252426;1114035,62011294;486408,231102598;847236,333768827;0;114327,687539894
"82";"Canada";"COSENTYX";2022-01-01;NA;NA;NA;NA;2814057,25577631;775230,807440801;1091071,07309377;717754,575368922;0;230000,799872815
"83";"Canada";"COSENTYX";2022-02-01;NA;NA;NA;NA;3032375,46650259;773010,961317711;1193914,32082908;831872,389150599;0;233577,795205207
"84";"Canada";"COSENTYX";2022-03-01;NA;NA;NA;NA;3146737,52810823;654753,704214936;1543404,91638054;624980,063109006;0;323598,844403743
"85";"Canada";"COSENTYX";2022-04-01;NA;NA;NA;NA;3272063,41290571;686921,625557354;1630575,91184148;731367,475081306;0;223198,400425574
"86";"Canada";"COSENTYX";2022-05-01;NA;NA;NA;NA;3084946,87222777;732840,752001902;1533593,21682638;586070,764865358;0;232442,138534122
"87";"Canada";"COSENTYX";2022-06-01;NA;NA;NA;NA;3043178,33794514;748969,730143466;1425023,01176621;660948,905029405;0;208236,691006053
"88";"Canada";"COSENTYX";2022-07-01;NA;NA;NA;NA;2699299,358149;656587,095308415;1162109,79440015;658364,701112;0;222237,767328434
"89";"Canada";"COSENTYX";2022-08-01;NA;NA;NA;NA;2634553,05510798;638606,611119987;1271065,66163933;511847,010325969;0;213033,772022693
"90";"Canada";"COSENTYX";2022-09-01;NA;NA;NA;NA;2798013,52874148;858326,55356753;1073886,42011742;660948,905890022;0;204851,649166515
"91";"Canada";"COSENTYX";2022-10-01;NA;NA;NA;NA;2722783,7032002;690595,227717014;1151586,00618214;658364,701972617;0;222237,767328434
"92";"Canada";"COSENTYX";2022-11-01;NA;NA;NA;NA;2676284,12581133;686692,320497943;1272893,1458209;511847,010325969;0;204851,649166515
"93";"Canada";"COSENTYX";2022-12-01;NA;NA;NA;NA;2562007,87252426;1114035,62011294;486408,231102598;847236,333768827;0;114327,687539894
"94";"Canada";"COSENTYX AS";2017-07-01;0;0;0;1708063,9063;0;0;0;0;0;0
"95";"Canada";"COSENTYX AS";2017-08-01;0;0;0;456029,0938;-5700;0;-5700;0;0;0
"96";"Canada";"COSENTYX AS";2017-09-01;0;0;0;512992,5;0;0;0;0;0;0
"97";"Canada";"COSENTYX AS";2017-10-01;0;0;0;575059,1251;0;0;0;0;0;0
"98";"Canada";"COSENTYX AS";2017-11-01;0;0;0;941979,6251;0;0;0;0;0;0
"99";"Canada";"COSENTYX AS";2017-12-01;0;0;0;492986,1406;0;0;0;0;0;0
"100";"Canada";"COSENTYX AS";2018-01-01;0;0;0;434158,7188;356100;1800;354300;0;0;0
"101";"Canada";"COSENTYX AS";2018-02-01;0;0;0;361949;208300;9800;198500;0;0;0
"102";"Canada";"COSENTYX AS";2018-03-01;0;0;0;806943;-9699,99999999998;5200;-14900;0;0;0
"103";"Canada";"COSENTYX AS";2018-04-01;0;0;0;414974,5156;251600;4100;247500;0;0;0
"104";"Canada";"COSENTYX AS";2018-05-01;0;0;0;-271024,25;135800;4800;131000;0;0;0
"105";"Canada";"COSENTYX AS";2018-06-01;0;0;0;415534,9922;232300;4400;227900;0;0;0
"106";"Canada";"COSENTYX AS";2018-07-01;0;0;0;463196,9805;154300;5000;149300;0;0;0
"107";"Canada";"COSENTYX AS";2018-08-01;0;0;0;311411,0078;311000;4600;306400;0;0;0
"108";"Canada";"COSENTYX AS";2018-09-01;0;0;0;443199,9961;1933200;1293000;201300;0;0;438900
"109";"Canada";"COSENTYX AS";2018-10-01;0;0;0;790398,0001;393100;138000;203700;0;0;51400
"110";"Canada";"COSENTYX AS";2018-11-01;0;0;0;897149,9687;443500;152600;245700;0;0;45200
"111";"Canada";"COSENTYX AS";2018-12-01;0;0;0;575511,0001;1223400;150900;185100;842800;0;44600
"112";"Canada";"COSENTYX AS";2019-01-01;0;0;0;389627,9922;601400;186800;177200;181100;0;56300
"113";"Canada";"COSENTYX AS";2019-02-01;0;0;0;507084;643400;219700;214300;149800;0;59600
"114";"Canada";"COSENTYX AS";2019-03-01;0;0;0;480308;659000;133300;299300;150200;0;76200
"115";"Canada";"COSENTYX AS";2019-04-01;0;0;0;606933,0157;706900;188200;264900;199200;0;54600
"116";"Canada";"COSENTYX AS";2019-05-01;NA;NA;NA;NA;683473,2;184202,936;296550;147671,464;0;55048,8
"117";"Canada";"COSENTYX AS";2019-06-01;NA;NA;NA;NA;668977,288;164745,905;279050;175850,37;0;49331,013
"118";"Canada";"COSENTYX AS";2019-07-01;NA;NA;NA;NA;592022,306;159134,114;205050;175067,169;0;52771,023
"119";"Canada";"COSENTYX AS";2019-08-01;NA;NA;NA;NA;560690,838;151420,855;219050;139674,801;0;50545,182
"120";"Canada";"COSENTYX AS";2019-09-01;NA;NA;NA;NA;632353,54;163635,364;233550;186555,767;0;48612,409
"121";"Canada";"COSENTYX AS";2019-10-01;NA;NA;NA;NA;689044,726;172386,687;275050;188837,016;0;52771,023
"122";"Canada";"COSENTYX AS";2019-11-01;NA;NA;NA;NA;723498,2;174955,593;349550;150380,198;0;48612,409
"123";"Canada";"COSENTYX AS";2019-12-01;NA;NA;NA;NA;610005,828;196447,191;135300;249356,601;0;28902,036
"124";"Canada";"COSENTYX AS";2020-01-01;NA;NA;NA;NA;631173,377903853;170682,163107183;245913,182307347;150534,628490367;0;64043,4039989555
"125";"Canada";"COSENTYX AS";2020-02-01;NA;NA;NA;NA;690457,546262144;200743,422027024;297399,520138061;124517,323842391;0;67797,280254667
"126";"Canada";"COSENTYX AS";2020-03-01;NA;NA;NA;NA;748688,714146056;121798,353009569;415360,132418673;124849,813358659;0;86680,4153591547
"127";"Canada";"COSENTYX AS";2020-04-01;NA;NA;NA;NA;722080,674013493;157333,373367085;355338,99734648;148940,986289523;0;60467,3170104059
"128";"Canada";"COSENTYX AS";2020-05-01;NA;NA;NA;NA;765221,09385567;168309,183978448;411543,759668418;122748,034079893;0;62620,1161289112
"129";"Canada";"COSENTYX AS";2020-06-01;NA;NA;NA;NA;740075,659008721;150530,98195102;387257,751257704;146171,011142151;0;56115,9146578459
"130";"Canada";"COSENTYX AS";2020-07-01;NA;NA;NA;NA;635515,081757281;145403,398295852;284562,629978112;145519,995838074;0;60029,0576452429
"131";"Canada";"COSENTYX AS";2020-08-01;NA;NA;NA;NA;615945,202148257;138355,669544642;303991,436706684;116101,017548321;0;57497,0783486098
"132";"Canada";"COSENTYX AS";2020-09-01;NA;NA;NA;NA;683998,459107129;149516,262785607;324114,129389847;155069,59181712;0;55298,4751145553
"133";"Canada";"COSENTYX AS";2020-10-01;NA;NA;NA;NA;756214,028826721;157512,487302146;381706,663620969;156965,820258363;0;60029,0576452429
"134";"Canada";"COSENTYX AS";2020-11-01;NA;NA;NA;NA;825253,482206596;159859,738013597;485095,670855153;124999,59822329;0;55298,4751145553
"135";"Canada";"COSENTYX AS";2020-12-01;NA;NA;NA;NA;607410,806764079;179496,956617827;187765,539312551;207271,139111848;0;32877,1717218536
"136";"Canada";"COSENTYX AS";2021-01-01;NA;NA;NA;NA;635863,143257242;175658,131046341;243925,430277551;150534,628490367;0;65744,9534429829
"137";"Canada";"COSENTYX AS";2021-02-01;NA;NA;NA;NA;695707,26399404;206595,778323775;294995,59654898;124517,323842391;0;69598,5652788949
"138";"Canada";"COSENTYX AS";2021-03-01;NA;NA;NA;NA;751185,120916868;125349,190944739;412002,716038776;124849,813358659;0;88983,4005746945
"139";"Canada";"COSENTYX AS";2021-04-01;NA;NA;NA;NA;725401,759824433;161920,178498811;352466,740533673;148940,986289523;0;62073,8545024256
"140";"Canada";"COSENTYX AS";2021-05-01;NA;NA;NA;NA;768465,047813387;173215,97147221;408217,191584694;122748,034079893;0;64283,8506765911
"141";"Canada";"COSENTYX AS";2021-06-01;NA;NA;NA;NA;742824,816881148;154919,474142602;384127,490513265;146171,011142151;0;57606,8410831294
"142";"Canada";"COSENTYX AS";2021-07-01;NA;NA;NA;NA;639048,819750296;149642,403913037;282262,468839796;145519,995838074;0;61623,9511593886
"143";"Canada";"COSENTYX AS";2021-08-01;NA;NA;NA;NA;619049,157531706;142389,20980053;301534,229696939;116101,017548321;0;59024,7004859165
"144";"Canada";"COSENTYX AS";2021-09-01;NA;NA;NA;NA;687206,715233678;153875,172448221;321494,267727551;155069,59181712;0;56767,6832407859
"145";"Canada";"COSENTYX AS";2021-10-01;NA;NA;NA;NA;759315,55876002;162104,514216759;378621,27312551;156965,820258363;0;61623,9511593886
"146";"Canada";"COSENTYX AS";2021-11-01;NA;NA;NA;NA;827462,048738903;164520,195302379;481174,571972449;124999,59822329;0;56767,6832407859
"147";"Canada";"COSENTYX AS";2021-12-01;NA;NA;NA;NA;611999,523298278;184729,905890597;186247,803140816;207271,139111848;0;33750,6751550163
"148";"Canada";"COSENTYX AS";2022-01-01;NA;NA;NA;NA;635863,143257242;175658,131046341;243925,430277551;150534,628490367;0;65744,9534429829
"149";"Canada";"COSENTYX AS";2022-02-01;NA;NA;NA;NA;695707,26399404;206595,778323775;294995,59654898;124517,323842391;0;69598,5652788949
"150";"Canada";"COSENTYX AS";2022-03-01;NA;NA;NA;NA;751185,120916868;125349,190944739;412002,716038776;124849,813358659;0;88983,4005746945
"151";"Canada";"COSENTYX AS";2022-04-01;NA;NA;NA;NA;725401,759824433;161920,178498811;352466,740533673;148940,986289523;0;62073,8545024256
"152";"Canada";"COSENTYX AS";2022-05-01;NA;NA;NA;NA;768465,047813387;173215,97147221;408217,191584694;122748,034079893;0;64283,8506765911
"153";"Canada";"COSENTYX AS";2022-06-01;NA;NA;NA;NA;742824,816881148;154919,474142602;384127,490513265;146171,011142151;0;57606,8410831294
"154";"Canada";"COSENTYX AS";2022-07-01;NA;NA;NA;NA;639048,819750296;149642,403913037;282262,468839796;145519,995838074;0;61623,9511593886
"155";"Canada";"COSENTYX AS";2022-08-01;NA;NA;NA;NA;619049,157531706;142389,20980053;301534,229696939;116101,017548321;0;59024,7004859165
"156";"Canada";"COSENTYX AS";2022-09-01;NA;NA;NA;NA;687206,715233678;153875,172448221;321494,267727551;155069,59181712;0;56767,6832407859
"157";"Canada";"COSENTYX AS";2022-10-01;NA;NA;NA;NA;759315,55876002;162104,514216759;378621,27312551;156965,820258363;0;61623,9511593886
"158";"Canada";"COSENTYX AS";2022-11-01;NA;NA;NA;NA;827462,048738903;164520,195302379;481174,571972449;124999,59822329;0;56767,6832407859
"159";"Canada";"COSENTYX AS";2022-12-01;NA;NA;NA;NA;611999,523298278;184729,905890597;186247,803140816;207271,139111848;0;33750,6751550163
"160";"Canada";"COSENTYX PSA";2016-04-01;0;0;0;20000,1262;553100;210800;285500;0;0;56800
"161";"Canada";"COSENTYX PSA";2016-05-01;0;0;0;44015,3319;408600;174600;188600;0;0;45400
"162";"Canada";"COSENTYX PSA";2016-06-01;0;0;0;142971,2003;502500;214200;229700;0;0;58600
"163";"Canada";"COSENTYX PSA";2016-07-01;0;0;0;140106,7192;470800;213500;207200;0;0;50100
"164";"Canada";"COSENTYX PSA";2016-08-01;0;0;0;51613,1435;415300;174200;176100;0;0;65000
"165";"Canada";"COSENTYX PSA";2016-09-01;0;0;0;662201,8778;288500;166900;64399,9999999999;0;0;57200
"166";"Canada";"COSENTYX PSA";2016-10-01;0;0;0;326971,8956;327900;168900;115900;0;0;43100
"167";"Canada";"COSENTYX PSA";2016-11-01;0;0;0;894236,0392;437900;222600;155700;0;0;59600
"168";"Canada";"COSENTYX PSA";2016-12-01;0;0;0;526879,79;698800;194100;458400;0;0;46300,0000000001
"169";"Canada";"COSENTYX PSA";2017-01-01;0;0;0;738230,2031;589900;272700;251700;0;0;65500
"170";"Canada";"COSENTYX PSA";2017-02-01;0;0;0;458818,3379;689000;242000;379900;0;0;67100
"171";"Canada";"COSENTYX PSA";2017-03-01;0;0;0;821962,3281;285200;71599,9999999999;154700;0;0;58900
"172";"Canada";"COSENTYX PSA";2017-04-01;0;0;0;799215,7969;591000;207900;305700;0;0;77400
"173";"Canada";"COSENTYX PSA";2017-05-01;0;0;0;879886,5352;622500;231400;308300;0;0;82800
"174";"Canada";"COSENTYX PSA";2017-06-01;0;0;0;1298949,625;703600;266900;370800;0;0;65900
"175";"Canada";"COSENTYX PSA";2017-07-01;0;0;0;-496839,1079;715400;225100;414700;0;0;75600
"176";"Canada";"COSENTYX PSA";2017-08-01;0;0;0;963061,4219;881000;323700;475400;0;0;81900
"177";"Canada";"COSENTYX PSA";2017-09-01;0;0;0;1104983,9063;1222300;525700;615600;0;0;81000
"178";"Canada";"COSENTYX PSA";2017-10-01;0;0;0;1362140,0625;1193100;359500;740500;0;0;93100
"179";"Canada";"COSENTYX PSA";2017-11-01;0;0;0;2434947,375;1081000;396700;569700;0;0;114600
"180";"Canada";"COSENTYX PSA";2017-12-01;0;0;0;1067969,9688;923700;330900;511900;0;0;80900,0000000001
"181";"Canada";"COSENTYX PSA";2018-01-01;0;0;0;1167426,75;974800;446300;419600;0;0;108900
"182";"Canada";"COSENTYX PSA";2018-02-01;0;0;0;971427,9688;949600;403600;433700;0;0;112300
"183";"Canada";"COSENTYX PSA";2018-03-01;0;0;0;2167964,375;587000;258400;219600;0;0;109000
"184";"Canada";"COSENTYX PSA";2018-04-01;0;0;0;1114885,6875;972700;415700;455700;0;0;101300
"185";"Canada";"COSENTYX PSA";2018-05-01;0;0;0;-944841,75;778100;442400;227200;0;0;108500
"186";"Canada";"COSENTYX PSA";2018-06-01;0;0;0;1516782,375;740600;345100;304800;0;0;90700
"187";"Canada";"COSENTYX PSA";2018-07-01;0;0;0;1380571;818600;390300;349800;0;0;78500
"188";"Canada";"COSENTYX PSA";2018-08-01;0;0;0;1270912,0313;697300;323800;281500;0;0;92000
"189";"Canada";"COSENTYX PSA";2018-09-01;0;0;0;1169777,9844;-844000;-831100;329100;0;0;-342000
"190";"Canada";"COSENTYX PSA";2018-10-01;0;0;0;1852710,9375;544000;241900;250700;0;0;51400
"191";"Canada";"COSENTYX PSA";2018-11-01;0;0;0;3634581,0625;741300;280200;415800;0;0;45300
"192";"Canada";"COSENTYX PSA";2018-12-01;0;0;0;1676171;2684700;249500;205000;2185700;0;44500
"193";"Canada";"COSENTYX PSA";2019-01-01;0;0;0;1273852;937900;265600;270000;346000;0;56300
"194";"Canada";"COSENTYX PSA";2019-02-01;0;0;0;1732461;788200;269400;260000;199200;0;59600
"195";"Canada";"COSENTYX PSA";2019-03-01;0;0;0;1536491;973500;276000;374700;246600;0;76200
"196";"Canada";"COSENTYX PSA";2019-04-01;0;0;0;2107206;928300;236300;324900;312500;0;54600
"197";"Canada";"COSENTYX PSA";2019-05-01;NA;NA;NA;NA;851129,433;270216,248;392705;133159,385;0;55048,8
"198";"Canada";"COSENTYX PSA";2019-06-01;NA;NA;NA;NA;814647,005;284626,382;334761;145928,61;0;49331,013
"199";"Canada";"COSENTYX PSA";2019-07-01;NA;NA;NA;NA;712088,744;244717,257;300205;114395,464;0;52771,023
"200";"Canada";"COSENTYX PSA";2019-08-01;NA;NA;NA;NA;685580,589;240572,532;319205;75257,875;0;50545,182
"201";"Canada";"COSENTYX PSA";2019-09-01;NA;NA;NA;NA;819168,368;339959,702;325705;104891,257;0;48612,409
"202";"Canada";"COSENTYX PSA";2019-10-01;NA;NA;NA;NA;728779,529;256192,456;358205;61611,05;0;52771,023
"203";"Canada";"COSENTYX PSA";2019-11-01;NA;NA;NA;NA;750829,377;252291,447;415705;34220,521;0;48612,409
"204";"Canada";"COSENTYX PSA";2019-12-01;NA;NA;NA;NA;620182,781;431314,098;150266;9700,647;0;28902,036
"205";"Canada";"COSENTYX PSA";2020-01-01;NA;NA;NA;NA;1028216,3613435;261241,518618858;307836,761897372;395094,676828316;0;64043,4039989555
"206";"Canada";"COSENTYX PSA";2020-02-01;NA;NA;NA;NA;856676,753636971;264979,160828014;296435,400345618;227464,912208672;0;67797,280254667
"207";"Canada";"COSENTYX PSA";2020-03-01;NA;NA;NA;NA;1066950,88704457;271470,855191283;427209,017344242;281590,599149893;0;86680,4153591547
"208";"Canada";"COSENTYX PSA";2020-04-01;NA;NA;NA;NA;967530,223834103;249536,520575066;445456,896507825;212069,489740806;0;60467,3170104059
"209";"Canada";"COSENTYX PSA";2020-05-01;NA;NA;NA;NA;928192,952899112;265782,014243261;447737,168818176;152053,653708764;0;62620,1161289112
"210";"Canada";"COSENTYX PSA";2020-06-01;NA;NA;NA;NA;884379,444074868;279955,678737467;381673,11944269;166634,731236865;0;56115,9146578459
"211";"Canada";"COSENTYX PSA";2020-07-01;NA;NA;NA;NA;773632,372390922;240701,460282084;342274,574464447;130627,279999148;0;60029,0576452429
"212";"Canada";"COSENTYX PSA";2020-08-01;NA;NA;NA;NA;743995,364902626;236624,749991204;363937,16141278;85936,3751500313;0;57497,0783486098
"213";"Canada";"COSENTYX PSA";2020-09-01;NA;NA;NA;NA;880802,004365962;334380,982001862;371348,046421421;119774,500828124;0;55298,4751145553
"214";"Canada";"COSENTYX PSA";2020-10-01;NA;NA;NA;NA;790773,054096991;251988,351898099;408402,471464623;70353,1730890267;0;60029,0576452429
"215";"Canada";"COSENTYX PSA";2020-11-01;NA;NA;NA;NA;816486,277342238;248151,358241074;473960,300387212;39076,1435993977;0;55298,4751145553
